pr2_accession	genbank_accession	start	end	kingdom	supergroup	division	class	order	family	genus	species	chimera	chimera_remark	reference_sequence	gb_date	gb_locus	gb_definition	gb_organism	gb_taxonomy	gb_strain	gb_culture_collection	gb_clone	gb_isolate	gb_isolation_source	gb_specimen_voucher	gb_host	gb_collection_date	gb_environmental_sample	gb_country	gb_lat_lon	gb_collected_by	gb_note	gb_publication	gb_authors	gb_journal	eukref_publication	eukref_authors	eukref_journal	eukref_name	eukref_source	eukref_env_material	eukref_env_biome	eukref_biotic_relationship	eukref_specific_host	eukref_geo_loc_name	eukref_notes	pr2_sample_type	pr2_sample_method	pr2_ocean	pr2_latitude	pr2_longitude	pr2_sequence_origin	pr2_size_fraction	pr2_size_fraction_min	pr2_size_fraction_max
JQ781961.1.1805_U	JQ781961	1	1805	Eukaryota	Stramenopiles	Stramenopiles_X	MAST	MAST-4	MAST-4A	MAST-4A_X	MAST-4A_X_sp.					ENV	Uncultured stramenopile clone 155S1Ae6VW 18S ribosomal RNA gene,					155S1Ae6VW		"marine water samples collected in October 2007 along a transect from the Monterey Bay to oligotrophic Pacific Ocean waters (CalCOFI Line 67)"""			07-oct.-07		Pacific Ocean	33.29 N 129.43 W	Engman, G., Welsh, R.M., Worden, A.Z.																environmental			33.29	-129.43				
JQ781906.1.1805_U	JQ781906	1	1805	Eukaryota	Stramenopiles	Stramenopiles_X	MAST	MAST-3	MAST-3C	MAST-3C_X	MAST-3C_X_sp.					ENV	Uncultured stramenopile clone H3S1Ae53n 18S ribosomal RNA gene,					H3S1Ae53n		marine water			10-oct.-07		USA: Monterey Bay	36.74 N 122.02 W	Welsh, R.M., Engman, G., Worden, A.Z.																environmental			36.74	-122.02				
GU823633.1.1215_U	GU823633	1	1215	Eukaryota	Stramenopiles	Stramenopiles_X	MAST	MAST-3	MAST-3D	MAST-3D_X	MAST-3D_X_sp.					ENV	Uncultured stramenopile clone A95F15RM2A05 18S ribosomal RNA gene,					A95F15RM2A05		"anoxic water column sample, Cariaco Basin, Caribbean Sea"""																							environmental								
HQ870283.1.847_U	HQ870283	1	847	Eukaryota	Stramenopiles	Stramenopiles_X	MAST	MAST-1	MAST-1B	MAST-1B_X	MAST-1B_X_sp.					ENV	Uncultured eukaryote clone SHZX705 18S ribosomal RNA gene, partial					SHZX705		"Saanich Inlet, oxygenated marine water column, 100 m depth"""			14-Apr-2008		Canada: Vancouver																		environmental								
HQ869630.1.922_U	HQ869630	1	922	Eukaryota	Stramenopiles	Stramenopiles_X	MAST	MAST-12	MAST-12A	MAST-12A_X	MAST-12A_X_sp.					ENV	Uncultured eukaryote clone SHBF603 18S ribosomal RNA gene, partial					SHBF603		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			24-Apr-2007		Canada: Vancouver																		environmental								
GU823098.1.1211_U	GU823098	1	1211	Eukaryota	Stramenopiles	Stramenopiles_X	MAST	MAST-8	MAST-8B	MAST-8B_X	MAST-8B_X_sp.					ENV	Uncultured stramenopile clone AA5F15RM1F05 18S ribosomal RNA gene,					AA5F15RM1F05		"oxygenated water column sample, Cariaco Basin, Caribbean Sea"""																							environmental								
HQ870198.1.850_U	HQ870198	1	850	Eukaryota	Stramenopiles	Stramenopiles_X	MAST	MAST-4	MAST-4E	MAST-4E_X	MAST-4E_X_sp.					ENV	Uncultured eukaryote clone SHZX603 18S ribosomal RNA gene, partial					SHZX603		"Saanich Inlet, oxygenated marine water column, 100 m depth"""			14-Apr-2008		Canada: Vancouver																		environmental								
HQ869356.1.889_U	HQ869356	1	889	Eukaryota	Stramenopiles	Stramenopiles_X	MAST	MAST-12	MAST-12A	MAST-12A_X	MAST-12A_X_sp.					ENV	Uncultured eukaryote clone SHBA699 18S ribosomal RNA gene, partial					SHBA699		"Saanich Inlet, oxygenated marine water column, 100 m depth"""			24-Apr-2007		Canada: Vancouver																		environmental								
HQ866215.1.895_U	HQ866215	1	895	Eukaryota	Stramenopiles	Stramenopiles_X	MAST	MAST-3	MAST-3C	MAST-3C_X	MAST-3C_X_sp.					ENV	Uncultured eukaryote clone SGSP635 18S ribosomal RNA gene, partial					SGSP635		"Saanich Inlet, oxygenated marine water column, 10 m depth"""			06-juil.-06		Canada: Vancouver																		environmental								
EU562001.1.934_U	EU562001	1	934	Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Anoecales	Caecitellaceae	Caecitellus	Caecitellus_sp.					ENV	Uncultured marine eukaryote clone IND60.87 18S ribosomal RNA gene,					IND60.87		ocean water; 85m depth					Indian Ocean																		environmental								
JQ956105.1.964_U	JQ956105	1	964	Eukaryota	Stramenopiles	Stramenopiles_X	MAST	MAST-1	MAST-1A	MAST-1A_X	MAST-1A_X_sp.					ENV	Uncultured eukaryote clone CFL089_3AS3F 18S ribosomal RNA gene,					CFL089_3AS3F		"water sample taken from 52 m depth at station 405 from CFL cruise, Beaufort Sea"""			21-juil.-08		Canada: Arctic region	70.42 N 122.55 W		PCR_primers=fwd_name: nsf4/18, rev_name: nlr204/21															environmental			70.42	-122.55				
HQ866589.1.901_U	HQ866589	1	901	Eukaryota	Stramenopiles	Stramenopiles_X	MAST	MAST-3	MAST-3A	MAST-3A_X	MAST-3A_X_sp.					ENV	Uncultured eukaryote clone SGSY1322 18S ribosomal RNA gene, partial					SGSY1322		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			06-juil.-06		Canada: Vancouver																		environmental								
